id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
1814,1450,Visa,Debit,4.7523E+15,sep-21,511,YES,2,"$36,976",feb-20,2020,No
512,1524,Mastercard,Debit,5.29841E+15,jun-22,451,YES,1,"$52,121",ene-20,2020,No
367,1789,Mastercard,Debit,5.96988E+15,mar-24,832,YES,1,"$12,564",ene-18,2018,No
5130,1789,Visa,Debit,4.71938E+15,may-21,716,YES,1,"$15,981",oct-08,2008,No
5911,767,Visa,Debit,4.4659E+15,dic-07,172,YES,2,"$12,758",dic-07,2011,No
513,767,Mastercard,Debit (Prepaid),5.99802E+15,ene-20,259,YES,2,$24,ene-20,2020,No
2111,767,Mastercard,Debit,5.75383E+15,oct-17,195,YES,2,"$13,209",mar-06,2012,No
514,678,Mastercard,Debit,5.84566E+15,sep-24,157,YES,1,"$11,254",ene-20,2020,No
3577,678,Mastercard,Debit,5.8152E+15,may-24,528,YES,2,"$16,703",jun-14,2014,No
3040,678,Discover,Credit,6.86308E+15,nov-20,357,YES,2,"$7,300",may-10,2010,No
1300,678,Mastercard,Credit,5.19036E+15,ago-22,377,YES,2,"$8,600",feb-12,2012,No
960,471,Visa,Debit,4.43509E+15,oct-13,429,YES,1,"$17,173",feb-97,2014,No
4415,471,Visa,Credit,4.61028E+15,mar-20,340,YES,2,"$22,000",ago-13,2013,No
5402,471,Mastercard,Debit,5.40217E+15,nov-09,383,YES,1,"$29,739",nov-04,2008,No
3048,757,Mastercard,Debit,5.60485E+15,feb-20,942,YES,2,"$12,905",may-10,2010,No
4175,757,Mastercard,Debit,5.30417E+15,oct-22,603,YES,2,$447,ago-06,2015,No
5458,757,Mastercard,Debit,5.0182E+15,feb-14,623,YES,1,"$22,100",nov-06,2009,No
3947,757,Visa,Debit,4.3645E+15,mar-24,787,YES,2,"$7,616",jul-10,2010,No
515,1724,Mastercard,Debit,5.82053E+15,jul-21,136,YES,1,"$17,665",ene-20,2020,No
5337,1724,Mastercard,Debit,5.69389E+15,sep-24,794,YES,1,"$12,551",oct-19,2019,No
1399,1724,Amex,Credit,3.29885E+14,may-22,818,YES,2,"$7,400",feb-20,2020,No
1313,1603,Mastercard,Debit,5.49561E+15,jun-24,810,YES,2,"$14,223",feb-13,2013,No
2138,1603,Discover,Credit,6.43993E+15,mar-12,549,NO,1,"$11,200",mar-07,2007,No
2381,1603,Mastercard,Credit,5.90318E+15,feb-20,618,YES,1,"$14,000",mar-19,2019,No
5981,1603,Visa,Debit (Prepaid),4.98284E+15,sep-22,119,YES,2,$79,dic-09,2009,No
1815,224,Visa,Debit,4.25448E+15,feb-20,642,YES,2,"$13,547",feb-20,2020,No
1538,808,Mastercard,Debit,5.36611E+15,jun-22,691,YES,1,"$12,626",feb-20,2020,No
3969,808,Mastercard,Debit,5.55963E+15,jul-24,138,YES,2,"$17,042",jul-11,2011,No
3516,808,Mastercard,Debit,5.86899E+15,ene-24,849,YES,2,"$11,930",jun-11,2011,No
5427,1326,Mastercard,Debit,5.92134E+15,dic-13,630,YES,2,"$10,442",nov-05,2005,No
5561,1326,Mastercard,Debit,5.57606E+15,ago-23,200,YES,2,"$23,296",nov-09,2014,No
5212,158,Visa,Debit,4.4367E+15,jun-15,894,YES,1,"$19,555",oct-10,2010,No
516,158,Mastercard,Debit,5.21792E+15,feb-20,902,YES,1,"$22,310",ene-20,2020,No
5722,1928,Mastercard,Credit,5.50355E+15,feb-21,850,NO,1,"$14,800",nov-16,2016,No
2434,1928,Visa,Credit,4.66939E+15,mar-20,661,YES,2,"$11,300",abr-02,2011,No
2442,1928,Mastercard,Debit (Prepaid),5.24111E+15,sep-22,740,YES,1,$31,abr-03,2010,No
4493,1928,Mastercard,Debit,5.62294E+15,may-24,799,YES,1,"$24,090",sep-98,2009,No
2112,1575,Mastercard,Debit,5.70017E+15,may-11,638,YES,1,"$18,138",mar-06,2008,No
3635,1575,Visa,Debit (Prepaid),4.32395E+15,may-23,830,YES,3,$74,jun-18,2018,No
224,1575,Mastercard,Debit,5.10715E+15,jun-21,365,YES,1,"$23,016",ene-10,2010,No
5582,1575,Visa,Debit,4.75306E+15,feb-20,352,YES,2,"$35,791",nov-09,2009,No
1539,1608,Mastercard,Debit,5.6049E+15,jul-22,330,YES,1,"$15,116",feb-20,2020,No
5843,1455,Visa,Credit,4.09669E+15,ago-22,25,YES,1,"$8,000",dic-05,2011,No
1386,1455,Amex,Credit,3.4916E+14,ene-23,386,YES,2,"$2,200",feb-19,2019,No
789,1455,Visa,Credit,4.53828E+15,oct-24,387,YES,1,"$6,800",ene-20,2020,No
2960,1455,Mastercard,Debit,5.73844E+15,mar-20,798,YES,1,$427,may-08,2010,No
997,1916,Mastercard,Debit,5.36164E+15,feb-02,26,YES,1,"$22,112",feb-02,2010,No
4863,1916,Visa,Debit,4.81537E+15,abr-18,733,YES,2,"$10,211",sep-13,2013,No
5077,1916,Mastercard,Debit,5.36372E+15,dic-08,937,YES,1,"$11,940",oct-07,2011,No
2395,1916,Visa,Credit,4.23425E+15,sep-21,115,YES,1,"$7,400",abr-94,2010,No
3305,1916,Visa,Debit (Prepaid),4.54118E+15,feb-21,768,NO,1,$64,jun-05,2014,No
2856,1916,Mastercard,Debit,5.07903E+15,dic-22,402,YES,2,"$7,343",may-04,2013,No
3258,1916,Visa,Credit,4.49441E+15,ene-23,670,YES,1,"$5,500",jun-03,2010,No
157,1617,Mastercard,Debit,5.90751E+15,ene-14,855,YES,2,"$3,843",ene-08,2009,No
517,143,Mastercard,Debit (Prepaid),5.71096E+15,feb-20,91,YES,2,$72,ene-20,2020,No
1540,143,Mastercard,Debit,5.96961E+15,feb-20,729,YES,1,"$21,227",feb-20,2020,No
1541,143,Mastercard,Debit,5.18354E+15,may-22,754,YES,1,"$21,943",feb-20,2020,No
5003,1176,Mastercard,Debit,5.27466E+15,abr-20,436,YES,2,"$47,833",oct-04,2010,No
2712,1176,Amex,Credit,3.37117E+14,sep-18,164,NO,2,"$13,400",abr-13,2013,No
2629,1176,Amex,Credit,3.39154E+14,sep-10,909,YES,1,"$21,700",abr-10,2010,No
5270,1194,Mastercard,Debit,5.48985E+15,may-22,32,YES,2,"$19,122",oct-13,2013,No
3644,1194,Visa,Debit,4.31274E+15,nov-19,556,YES,2,"$17,245",jun-19,2019,No
5999,1194,Mastercard,Debit,5.31238E+15,jun-22,244,NO,2,"$17,564",dic-10,2010,No
4614,1194,Visa,Credit,4.67837E+15,jul-20,966,YES,1,"$14,100",sep-06,2011,No
393,423,Amex,Credit,3.80508E+14,jul-21,194,YES,1,"$11,400",ene-20,2020,No
1542,423,Mastercard,Debit,5.64319E+15,sep-22,12,YES,2,"$18,281",feb-20,2020,No
2724,580,Mastercard,Debit,5.49831E+15,mar-21,952,YES,1,"$14,471",abr-14,2014,No
5109,580,Mastercard,Debit,5.25228E+15,abr-24,136,YES,1,"$11,399",oct-08,2010,No
2961,580,Mastercard,Credit,5.79569E+15,abr-11,416,YES,3,"$12,400",may-08,2008,No
303,4,Visa,Debit,4.98041E+15,abr-21,28,YES,2,"$27,520",ene-12,2012,No
5391,4,Visa,Debit,4.53727E+15,abr-22,787,YES,1,"$38,648",nov-03,2005,No
1083,4,Mastercard,Debit,5.81798E+15,ago-08,755,YES,2,"$41,051",feb-06,2006,No
3413,4,Amex,Credit,3.53091E+14,mar-14,451,YES,1,"$19,300",jun-09,2018,No
4201,4,Mastercard,Debit,5.69366E+15,dic-23,500,YES,2,"$9,683",ago-07,2016,No
3344,530,Mastercard,Debit,5.91904E+15,feb-20,711,NO,2,"$15,061",jun-07,2007,No
5110,530,Mastercard,Debit,5.15933E+15,feb-22,857,YES,2,"$16,652",oct-08,2010,No
4848,530,Mastercard,Debit,5.60906E+15,feb-20,7,YES,1,"$10,970",sep-13,2013,No
4926,530,Visa,Debit,4.46141E+15,mar-21,277,YES,2,"$15,458",sep-19,2019,No
3145,530,Mastercard,Debit,5.95559E+15,jul-20,522,YES,2,"$11,475",may-14,2014,No
4021,530,Mastercard,Debit,5.22414E+15,ene-17,329,YES,1,"$12,031",jul-14,2014,No
5779,1826,Mastercard,Debit (Prepaid),5.69191E+15,oct-24,982,YES,1,$49,dic-02,2009,No
4666,595,Mastercard,Debit,5.40666E+15,dic-22,868,YES,2,"$14,408",sep-08,2008,No
3049,595,Mastercard,Debit,5.26871E+15,jul-20,202,YES,1,"$18,035",may-10,2010,No
4667,595,Mastercard,Debit,5.00715E+15,abr-22,560,YES,2,"$16,786",sep-08,2008,No
2128,595,Visa,Debit,4.34568E+15,feb-20,331,YES,1,"$12,009",mar-06,2009,No
4423,1022,Discover,Credit,6.31596E+15,abr-21,118,YES,1,"$6,800",ago-14,2014,No
2504,1022,Mastercard,Credit,5.88796E+15,jul-21,671,YES,1,"$10,300",abr-06,2009,No
5148,1022,Mastercard,Debit,5.94467E+15,mar-21,806,YES,2,"$16,274",oct-09,2009,No
518,1108,Mastercard,Credit,5.74444E+15,ene-20,662,YES,1,"$28,000",ene-20,2020,No
790,1108,Visa,Debit,4.771E+15,abr-24,374,YES,2,"$4,201",ene-20,2020,No
2525,246,Discover,Credit,6.39698E+15,oct-15,37,YES,1,"$25,300",abr-07,2012,No
1158,246,Visa,Debit,4.95782E+15,mar-22,413,YES,1,"$40,350",feb-08,2014,No
3400,246,Visa,Credit,4.02154E+15,ago-18,497,YES,1,"$22,500",jun-08,2010,No
6075,246,Visa,Debit,4.36139E+15,oct-23,417,YES,1,"$26,110",dic-12,2012,No
519,270,Mastercard,Debit (Prepaid),5.38785E+15,feb-20,379,YES,1,$46,ene-20,2020,No
1543,270,Mastercard,Debit,5.69058E+15,sep-20,790,YES,1,"$24,886",feb-20,2020,No
1816,270,Visa,Debit,4.10284E+15,jul-22,452,YES,2,"$12,257",feb-20,2020,No
520,270,Mastercard,Debit,5.77843E+15,ene-20,217,NO,2,"$27,489",ene-20,2020,No
5626,1945,Visa,Credit,4.33501E+15,jul-22,412,YES,1,"$9,700",nov-10,2012,No
3381,1945,Mastercard,Debit,5.13112E+15,mar-24,615,YES,1,"$11,712",jun-08,2019,No
4018,1945,Amex,Credit,3.94151E+14,feb-20,175,YES,2,"$5,900",jul-14,2014,No
3614,1945,Visa,Debit,4.68482E+15,abr-21,164,YES,1,"$10,318",jun-16,2016,No
3763,1540,Mastercard,Debit,5.8838E+15,dic-14,346,YES,1,"$3,836",jul-06,2009,No
3496,1540,Visa,Credit,4.49517E+15,dic-23,269,YES,2,"$13,200",jun-10,2011,No
5562,1540,Mastercard,Debit (Prepaid),5.03719E+15,ago-21,955,NO,2,$56,nov-09,2011,No
394,1149,Amex,Credit,3.25863E+14,ene-20,936,YES,2,"$13,800",ene-20,2020,No
521,1438,Mastercard,Debit,5.21946E+15,sep-22,80,YES,2,"$7,767",ene-20,2020,No
3077,409,Visa,Debit,4.70227E+15,sep-22,749,YES,1,"$14,999",may-10,2010,No
4007,409,Mastercard,Debit,5.21577E+15,ene-24,897,YES,2,"$9,281",jul-13,2013,No
5690,409,Visa,Debit,4.51423E+15,mar-24,763,NO,1,"$15,512",nov-13,2013,No
1817,694,Visa,Debit (Prepaid),4.3163E+15,abr-23,621,YES,2,$67,feb-20,2020,No
5583,694,Visa,Debit,4.8783E+15,sep-22,33,YES,1,"$10,564",nov-09,2010,No
2371,382,Mastercard,Debit,5.68709E+15,ago-19,289,YES,1,"$13,206",mar-18,2018,No
5415,382,Visa,Debit,4.8778E+15,ago-24,237,YES,1,"$11,809",nov-04,2010,No
2103,382,Discover,Credit,6.77301E+15,jun-24,38,YES,1,"$8,800",mar-06,2008,No
5324,629,Visa,Debit,4.19442E+15,may-18,208,NO,1,"$29,793",oct-17,2017,No
5523,629,Mastercard,Debit (Prepaid),5.43367E+15,mar-22,732,YES,1,$80,nov-08,2008,No
2560,629,Mastercard,Debit,5.16435E+15,abr-24,14,YES,2,"$24,739",abr-08,2011,No
4712,629,Mastercard,Debit,5.77462E+15,ene-20,902,YES,2,"$32,447",sep-09,2009,No
124,629,Amex,Credit,3.35499E+14,nov-20,520,NO,2,"$20,900",ene-07,2007,No
5392,1211,Visa,Debit,4.20868E+15,may-24,462,YES,1,"$23,912",nov-03,2009,No
2400,1211,Amex,Credit,3.44421E+14,nov-24,330,YES,2,"$8,200",abr-98,2010,No
3721,1211,Visa,Debit,4.90426E+15,feb-08,240,YES,2,$119,jul-04,2012,No
5563,1211,Mastercard,Debit,5.29105E+15,abr-17,940,YES,1,"$19,137",nov-09,2012,No
5524,823,Mastercard,Debit,5.59405E+15,oct-21,748,YES,1,"$13,609",nov-08,2010,No
2868,823,Visa,Credit,4.00913E+15,feb-21,247,YES,2,"$8,600",may-04,2012,No
1400,1304,Amex,Credit,3.03824E+14,feb-20,876,YES,2,"$27,000",feb-20,2020,No
426,1304,Discover,Credit,6.26293E+15,jun-21,565,YES,2,"$17,500",ene-20,2020,No
791,1304,Visa,Credit,4.61914E+15,feb-20,681,YES,1,"$21,000",ene-20,2020,No
2639,89,Mastercard,Debit,5.25014E+15,feb-23,485,YES,2,"$9,401",abr-10,2011,No
5584,89,Visa,Debit,4.41131E+15,jun-23,47,YES,2,"$17,146",nov-09,2009,No
2998,89,Mastercard,Debit,5.38411E+15,jun-21,90,YES,2,"$10,863",may-09,2011,No
2640,89,Mastercard,Debit,5.29175E+15,jul-18,855,YES,1,"$9,742",abr-10,2010,No
1544,1751,Mastercard,Credit,5.0899E+15,feb-21,743,YES,2,"$4,600",feb-20,2020,No
792,1751,Visa,Debit,4.7564E+15,jul-22,401,YES,1,"$29,925",ene-20,2020,No
5377,888,Mastercard,Debit,5.55146E+15,jul-21,115,YES,2,"$10,305",nov-02,2010,No
4668,81,Mastercard,Credit,5.41944E+15,oct-23,520,YES,2,"$13,300",sep-08,2008,No
2897,81,Mastercard,Debit (Prepaid),5.39128E+15,oct-12,935,YES,2,$48,may-06,2014,No
96,81,Mastercard,Credit,5.81085E+15,ene-20,877,NO,2,$0,ene-06,2012,No
4525,81,Visa,Credit,4.3287E+15,feb-22,564,NO,1,"$10,600",sep-02,2013,No
2962,81,Mastercard,Debit,5.05492E+15,mar-21,18,YES,2,"$1,778",may-08,2011,No
793,1021,Visa,Debit,4.90716E+15,sep-21,857,YES,1,"$47,523",ene-20,2020,No
522,1021,Mastercard,Debit (Prepaid),5.14747E+15,abr-24,905,YES,1,$82,ene-20,2020,No
3112,826,Amex,Credit,3.04618E+14,mar-17,382,YES,1,"$19,400",may-12,2012,No
311,826,Mastercard,Debit,5.49641E+15,nov-14,30,YES,1,"$23,403",ene-13,2013,No
69,826,Mastercard,Credit,5.01951E+15,may-24,508,YES,1,"$13,900",ene-05,2012,No
4966,87,Mastercard,Debit (Prepaid),5.25145E+15,mar-08,292,YES,1,$95,oct-02,2011,No
3607,87,Mastercard,Debit,5.21043E+15,jun-22,262,YES,2,"$20,417",jun-16,2016,No
109,87,Visa,Credit,4.37218E+15,may-22,450,YES,1,"$6,300",ene-06,2011,No
6118,1833,Mastercard,Debit,5.19805E+15,ene-20,912,YES,1,"$16,064",dic-16,2016,No
1545,1833,Mastercard,Debit (Prepaid),5.39014E+15,mar-20,267,YES,1,$98,feb-20,2020,No
2345,1833,Visa,Debit,4.0789E+15,jul-15,929,YES,2,"$16,386",mar-15,2015,No
1818,1833,Visa,Credit,4.30106E+15,mar-23,147,YES,1,"$10,100",feb-20,2020,No
794,1833,Visa,Debit,4.25693E+15,oct-20,83,YES,2,"$3,472",ene-20,2020,No
395,829,Amex,Credit,3.3647E+14,abr-22,487,YES,1,"$7,700",ene-20,2020,No
523,829,Mastercard,Debit,5.89828E+15,oct-23,139,YES,3,"$11,018",ene-20,2020,No
3636,829,Visa,Credit,4.06644E+15,abr-24,921,YES,2,"$8,200",jun-18,2018,No
3840,1879,Mastercard,Debit,5.20139E+15,sep-18,392,YES,1,"$4,976",jul-08,2008,No
5399,1879,Amex,Credit,3.20871E+14,jul-18,845,YES,1,"$4,100",nov-04,2009,No
4560,236,Visa,Debit,4.00331E+15,jul-21,531,YES,2,"$6,076",sep-04,2011,No
1546,1619,Mastercard,Credit,5.21801E+15,dic-21,185,YES,3,"$8,000",feb-20,2020,No
1443,1619,Discover,Credit,6.9972E+15,ago-23,619,YES,2,"$14,600",feb-20,2020,No
5111,1619,Mastercard,Credit,5.10529E+15,mar-24,831,YES,1,"$8,300",oct-08,2010,No
3015,1619,Visa,Debit,4.06305E+15,ago-24,647,YES,2,"$19,054",may-09,2017,No
1547,1146,Mastercard,Debit,5.07885E+15,mar-20,930,YES,1,"$29,265",feb-20,2020,No
1548,1146,Mastercard,Debit,5.54748E+15,feb-20,765,YES,1,"$22,245",feb-20,2020,No
1549,1146,Mastercard,Debit,5.78834E+15,oct-21,750,YES,2,"$17,028",feb-20,2020,No
1172,803,Mastercard,Debit (Prepaid),5.39032E+15,feb-20,243,YES,2,$67,feb-09,2014,No
3222,803,Discover,Credit,6.71334E+15,oct-05,728,YES,2,"$15,300",jun-01,2011,No
4882,803,Mastercard,Debit,5.91819E+15,ene-21,670,YES,1,"$20,552",sep-15,2015,No
524,193,Mastercard,Debit (Prepaid),5.41205E+15,mar-21,587,YES,2,$32,ene-20,2020,No
297,1686,Mastercard,Debit,5.42234E+15,feb-24,976,YES,1,"$48,003",ene-12,2012,No
2617,1686,Visa,Credit,4.62387E+15,jul-24,385,YES,1,"$16,300",abr-09,2013,No
2999,1686,Mastercard,Credit,5.43068E+15,abr-24,594,YES,2,"$10,800",may-09,2010,No
89,1959,Amex,Credit,3.98744E+14,feb-21,992,YES,2,"$11,100",ene-06,2009,No
1281,1342,Visa,Debit (Prepaid),4.97187E+15,jun-22,724,YES,3,$64,feb-11,2011,No
2070,1371,Visa,Credit,4.00706E+15,nov-22,478,YES,1,"$17,300",mar-04,2007,No
2328,1371,Mastercard,Credit,5.28232E+15,abr-23,378,YES,1,"$13,900",mar-14,2014,No
3117,1371,Mastercard,Debit,5.73934E+15,feb-20,749,YES,2,"$23,807",may-12,2012,No
4059,1371,Visa,Debit (Prepaid),4.02564E+15,jun-21,112,NO,2,$140,jul-17,2017,No
4446,1371,Mastercard,Debit,5.96944E+15,dic-24,783,YES,2,"$26,329",ago-15,2015,No
3929,1371,Mastercard,Debit,5.57282E+15,sep-23,178,NO,1,"$25,224",jul-10,2011,No
4387,1067,Discover,Credit,6.27628E+15,dic-20,681,YES,2,"$8,500",ago-12,2012,No
1063,1067,Visa,Credit,4.69021E+15,jun-23,820,NO,1,"$11,200",feb-05,2009,No
3382,1067,Mastercard,Debit,5.30905E+15,ene-13,336,YES,2,"$14,576",jun-08,2011,No
3016,1067,Visa,Credit,4.66894E+15,abr-21,310,YES,1,"$9,000",may-09,2009,No
1819,1067,Visa,Debit,4.9376E+15,jun-20,557,YES,1,"$21,409",feb-20,2020,No
2602,1019,Mastercard,Debit,5.72254E+15,mar-14,567,YES,2,"$7,406",abr-09,2014,No
5170,1019,Visa,Credit,4.31881E+15,mar-16,388,YES,2,"$3,300",oct-09,2010,No
5112,1019,Mastercard,Credit,5.43643E+15,nov-23,845,YES,1,"$7,300",oct-08,2010,No
4794,1019,Visa,Debit,4.8116E+15,oct-24,994,YES,1,"$4,386",sep-10,2016,No
6025,1568,Visa,Credit,4.16561E+15,jul-23,388,YES,1,"$13,000",dic-10,2012,No
977,1568,Mastercard,Debit,5.31887E+15,abr-20,125,YES,2,"$14,418",feb-00,2005,No
3000,1568,Mastercard,Debit,5.39079E+15,jul-22,644,YES,2,"$9,120",may-09,2013,No
2913,1765,Visa,Debit,4.24039E+15,feb-13,460,YES,1,"$11,588",may-06,2008,No
4808,1765,Mastercard,Credit,5.52909E+15,oct-23,242,NO,1,"$7,500",sep-11,2011,No
4376,1765,Visa,Debit,4.87499E+15,sep-11,140,YES,2,"$18,042",ago-11,2011,No
5731,1875,Mastercard,Debit,5.20824E+15,ago-18,261,YES,2,"$13,694",nov-17,2017,No
4100,1875,Mastercard,Debit,5.19898E+15,abr-21,198,YES,2,"$15,849",ago-01,2009,No
4167,1875,Visa,Debit,4.55799E+15,jun-24,133,YES,1,"$16,566",ago-05,2009,No
5955,1875,Discover,Credit,6.62643E+15,abr-12,326,YES,1,"$10,400",dic-09,2009,No
1550,1111,Mastercard,Credit,5.22265E+15,feb-20,719,YES,1,"$9,200",feb-20,2020,No
1551,1111,Mastercard,Debit,5.80984E+15,feb-20,924,YES,2,"$17,967",feb-20,2020,No
396,1111,Amex,Credit,3.96463E+14,ene-21,620,YES,2,"$8,400",ene-20,2020,No
525,1160,Mastercard,Debit,5.42296E+15,sep-24,948,YES,1,"$14,168",ene-20,2020,No
1820,1160,Visa,Debit,4.12319E+15,jun-20,64,YES,1,"$3,149",feb-20,2020,No
1552,1574,Mastercard,Debit,5.78253E+15,abr-23,269,YES,1,"$13,161",feb-20,2020,No
1041,189,Visa,Credit,4.75436E+15,sep-20,373,YES,2,"$11,700",feb-04,2008,No
1370,189,Mastercard,Debit,5.02776E+15,ene-19,566,YES,1,"$17,678",feb-17,2017,No
4887,189,Visa,Debit (Prepaid),4.32663E+15,abr-20,522,YES,1,$81,sep-15,2015,No
4055,189,Mastercard,Debit,5.30589E+15,ene-23,421,YES,2,"$26,231",jul-17,2017,No
2367,466,Visa,Credit,4.85613E+15,nov-21,465,YES,1,"$7,700",mar-17,2017,No
5467,466,Visa,Credit,4.66514E+15,ago-22,867,YES,1,"$6,800",nov-06,2009,No
2247,466,Mastercard,Debit,5.9378E+15,mar-23,923,YES,2,$736,mar-10,2015,No
5263,659,Visa,Debit (Prepaid),4.06092E+15,ago-18,596,YES,1,$96,oct-12,2012,No
5304,659,Mastercard,Debit,5.3106E+15,abr-17,141,NO,1,"$14,977",oct-15,2015,No
1821,659,Visa,Debit,4.34135E+15,abr-23,273,YES,1,"$13,162",feb-20,2020,No
4864,659,Visa,Debit,4.62354E+15,nov-19,482,YES,2,"$17,649",sep-13,2013,No
5658,659,Visa,Debit,4.4947E+15,feb-21,363,YES,1,"$10,538",nov-11,2011,No
5486,659,Mastercard,Credit,5.60552E+15,feb-22,522,YES,2,"$10,500",nov-07,2011,No
128,659,Mastercard,Debit (Prepaid),5.31522E+15,nov-20,984,YES,2,$74,ene-07,2010,No
4973,942,Visa,Debit,4.37416E+15,feb-18,407,YES,1,"$39,441",oct-02,2008,No
3174,942,Mastercard,Debit,5.25362E+15,nov-22,224,YES,2,"$27,720",may-16,2016,No
2670,942,Amex,Credit,3.7611E+14,may-23,593,YES,1,"$20,800",abr-11,2013,No
2772,942,Visa,Credit,4.30988E+15,oct-22,139,YES,2,"$5,300",abr-17,2017,No
22,1234,Visa,Debit (Prepaid),4.63429E+15,ene-23,50,NO,1,$65,ene-01,2007,No
1822,841,Visa,Debit,4.25242E+15,ago-21,661,YES,2,"$20,182",feb-20,2020,No
795,841,Visa,Credit,4.72919E+15,ene-20,219,YES,2,"$8,700",ene-20,2020,No
796,1388,Visa,Credit,4.27231E+15,may-20,575,YES,1,"$23,300",ene-20,2020,No
797,1388,Visa,Debit,4.15908E+15,feb-20,566,YES,1,"$8,989",ene-20,2020,No
1553,1056,Mastercard,Debit,5.22747E+15,feb-24,788,YES,1,"$41,816",feb-20,2020,No
798,1056,Visa,Debit,4.66998E+15,mar-20,452,YES,1,"$16,202",ene-20,2020,No
3586,1056,Visa,Debit,4.33954E+15,oct-20,141,YES,2,"$39,457",jun-14,2014,No
3441,345,Visa,Credit,4.34694E+15,sep-24,769,YES,3,"$7,900",jun-09,2009,No
1084,308,Mastercard,Credit,5.60367E+15,ene-23,118,YES,2,"$7,400",feb-06,2008,No
3628,308,Mastercard,Debit (Prepaid),5.67757E+15,ago-23,426,YES,2,$107,jun-18,2018,No
2421,1922,Visa,Debit (Prepaid),4.9107E+15,mar-21,36,YES,1,$24,abr-01,2009,No
3280,1156,Visa,Debit,4.12926E+15,ago-22,936,YES,2,"$88,743",jun-04,2010,No
12,1156,Visa,Credit,4.0087E+15,feb-23,124,NO,1,"$57,200",ene-99,2011,No
3143,1156,Discover,Credit,6.82263E+15,ago-22,344,NO,1,"$2,500",may-14,2014,No
4128,1156,Mastercard,Debit,5.84303E+15,dic-09,568,YES,1,"$151,223",ago-04,2009,No
175,1156,Visa,Credit,4.86033E+15,feb-20,146,YES,1,"$61,100",ene-08,2010,No
3764,561,Mastercard,Debit,5.25063E+15,abr-22,326,YES,1,"$26,960",jul-06,2010,No
6053,561,Visa,Debit,4.29569E+15,dic-22,78,YES,1,"$16,531",dic-11,2011,No
2716,561,Mastercard,Debit (Prepaid),5.9183E+15,may-24,983,YES,1,$69,abr-13,2013,No
6119,561,Mastercard,Debit,5.05198E+15,ago-21,72,YES,1,"$14,054",dic-16,2016,No
4575,561,Mastercard,Credit,5.17584E+15,dic-24,438,YES,1,"$9,100",sep-05,2015,No
526,507,Mastercard,Debit (Prepaid),5.36643E+15,feb-20,959,YES,3,$74,ene-20,2020,No
5316,1522,Visa,Credit,4.26059E+15,jun-24,646,YES,2,"$23,000",oct-16,2016,No
5213,1522,Visa,Credit,4.32891E+15,sep-24,875,YES,2,"$21,900",oct-10,2013,No
368,1522,Mastercard,Credit,5.85609E+15,feb-20,101,YES,2,"$11,200",ene-18,2018,No
5545,695,Visa,Debit,4.91892E+15,dic-20,463,YES,1,"$22,676",nov-08,2012,No
3442,285,Visa,Debit (Prepaid),4.09993E+15,feb-22,393,YES,1,$65,jun-09,2009,No
4196,285,Discover,Credit,6.74947E+15,ago-10,619,YES,2,"$12,000",ago-07,2012,No
2156,285,Visa,Debit,4.14152E+15,may-20,962,YES,1,"$20,723",mar-07,2013,No
2927,285,Mastercard,Credit,5.15829E+15,ene-23,32,YES,2,"$11,500",may-07,2007,No
5747,285,Discover,Credit,6.67681E+15,abr-21,65,YES,2,"$7,300",dic-91,2009,No
5041,113,Amex,Credit,3.00106E+14,jul-10,939,NO,1,"$14,400",oct-06,2010,No
3608,113,Mastercard,Credit,5.26377E+15,oct-21,775,YES,2,"$14,200",jun-16,2016,No
3705,113,Visa,Debit,4.6426E+15,jun-20,494,YES,1,"$18,818",jul-03,2008,No
4586,113,Visa,Debit,4.19731E+15,feb-22,125,YES,1,"$20,509",sep-05,2007,No
4526,113,Visa,Debit,4.17144E+15,ene-23,914,YES,1,"$17,510",sep-02,2008,No
4937,1039,Visa,Debit,4.51041E+15,jun-24,704,YES,1,"$3,335",oct-98,2012,No
5791,1039,Mastercard,Debit,5.80417E+15,feb-20,104,YES,2,"$4,598",dic-03,2017,No
304,1039,Visa,Credit,4.01566E+15,ene-20,144,YES,2,"$4,900",ene-12,2012,No
5004,1039,Mastercard,Debit,5.95562E+15,ago-13,483,YES,2,"$18,498",oct-04,2010,No
2943,176,Visa,Debit,4.80191E+15,feb-24,380,YES,2,"$7,312",may-07,2008,No
2603,176,Mastercard,Debit,5.0646E+15,jun-24,589,YES,2,"$34,799",abr-09,2014,No
972,176,Visa,Debit,4.82649E+15,abr-21,588,YES,2,"$19,882",feb-99,2010,No
6026,176,Visa,Debit (Prepaid),4.78737E+15,dic-19,787,YES,2,$57,dic-10,2017,No
2049,1104,Visa,Debit,4.86057E+15,jun-05,137,YES,1,"$14,383",mar-03,2011,No
4507,1104,Visa,Debit,4.69945E+15,dic-05,654,NO,1,"$20,666",sep-00,2011,No
4768,1104,Mastercard,Credit,5.70879E+15,abr-24,59,NO,1,"$8,600",sep-10,2012,No
4849,1104,Mastercard,Credit,5.88298E+15,oct-21,491,YES,2,"$11,400",sep-13,2013,No
3994,1104,Mastercard,Debit,5.22919E+15,dic-12,135,YES,2,"$19,695",jul-12,2012,No
5766,1104,Visa,Debit,4.06117E+15,may-21,265,YES,1,"$16,578",dic-00,2010,No
